userId,teamId,responses
161,16,"[[3, 2], [2, 2, 1, 1, 4], [1, 6, 2, 4, 3], [3, 2, 2, 4], [2, 5, 5], [3], [2, 5], [4, 2], [1, 1], [7], [1, 1, 5], [1, 5], [1], [1]]"
163,19,"[[2, 3], [1, 3, 3, 2, 3], [1, 6, 5, 6, 4], [2, 5, 4, 4], [2, 6, 7], [1], [1, 7], [5, 3], [1, 1], [2], [1, 1, 7], [1, 3], [1], [1]]"
164,17,"[[4, 4], [2, 5, 3, 3, 3], [2, 3, 5, 6, 3], [3, 6, 3, 5], [2, 6, 3], [2], [2, 4], [4, 3], [3, 2], [2], [1, 3, 2], [2, 6], [1], [2]]"
165,17,"[[3, 2], [3, 2, 4, 1, 7], [2, 5, 4, 5, 3], [2, 2, 7, 4], [3, 7, 4], [2], [1, 6], [4, 3], [2, 1], [2], [2, 2, 7], [1, 2], [1], [1]]"
166,13,"[[3, 3], [2, 2, 1, 1, 3], [2, 4, 3, 5, 2], [1, 4, 3, 3], [3, 5, 5], [3], [1, 4], [3, 3], [2, 1], [4], [1, 1, 5], [1, 1], [2], [1]]"
170,14,"[[2, 2], [1, 3, 3, 2, 2], [1, 6, 3, 4, 2], [2, 4, 4, 3], [2, 5, 5], [3], [1, 2], [6, 3], [1, 1], [6], [1, 1, 7], [1, 1], [1], [1]]"
172,19,"[[2, 3], [2, 4, 4, 3, 6], [2, 2, 5, 7, 4], [3, 1, 1, 5], [2, 7, 7], [2], [1, 4], [7, 1], [2, 1], [4], [4, 3, 2], [1, 6], [4], [2]]"
175,16,"[[3, 2], [2, 3, 3, 1, 3], [1, 6, 3, 4, 3], [1, 1, 7, 4], [1, 6, 6], [3], [1, 6], [6, 3], [2, 2], [4], [1, 2, 3], [1, 5], [4], [3]]"
176,17,"[[3, 2], [2, 2, 1, 2, 3], [1, 3, 4, 4, 1], [5, 2, 5, 3], [2, 6, 6], [3], [6, 6], [4, 1], [2, 1], [5], [2, 1, 5], [1, 1], [1], [1]]"
179,21,"[[1, 1], [1, 3, 4, 3, 4], [1, 6, 3, 5, 2], [2, 4, 3, 3], [2, 4, 6], [2], [1, 5], [2, 3], [1, 1], [1], [1, 2, 5], [1, 2], [1], [1]]"
180,14,"[[2, 2], [1, 5, 4, 3, 1], [2, 5, 4, 3, 3], [3, 2, 4, 4], [4, 7, 4], [2], [1, 3], [5, 2], [1, 1], [3], [1, 1, 5], [1, 4], [1], [1]]"
182,22,"[[2, 2], [2, 2, 4, 1, 3], [2, 6, 3, 6, 1], [2, 2, 2, 3], [2, 5, 5], [3], [2, 6], [3, 3], [3, 1], [6], [3, 1, 4], [2, 4], [3], [3]]"
183,20,"[[1, 1], [1, 3, 4, 3, 2], [1, 6, 4, 7, 2], [1, 1, 6, 4], [2, 7, 7], [3], [2, 4], [5, 2], [1, 1], [7], [1, 1, 1], [1, 2], [1], [1]]"
184,14,"[[2, 1], [2, 2, 2, 1, 5], [1, 6, 4, 5, 2], [3, 4, 5, 3], [3, 4, 4], [3], [3, 5], [4, 2], [4, 2], [4], [4, 1, 5], [1, 1], [3], [4]]"
185,14,"[[4, 6], [3, 4, 4, 1, 4], [3, 1, 2, 3, 4], [2, 5, 3, 3], [4, 5, 2], [3], [6, 6], [4, 1], [3, 1], [7], [3, 2, 6], [1, 2], [4], [2]]"
186,20,"[[3, 4], [1, 2, 4, 1, 3], [1, 4, 4, 3, 3], [2, 5, 3, 3], [2, 7, 5], [2], [4, 5], [4, 3], [2, 1], [5], [2, 1, 4], [1, 4], [2], [2]]"
187,14,"[[3, 3], [1, 2, 2, 1, 5], [1, 6, 4, 3, 2], [1, 5, 4, 3], [1, 6, 6], [3], [1, 5], [5, 3], [2, 1], [6], [1, 1, 3], [1, 5], [2], [1]]"
188,15,"[[2, 3], [3, 4, 3, 2, 2], [2, 7, 2, 2, 3], [4, 3, 3, 1], [1, 5, 6], [2], [1, 2], [3, 1], [3, 1], [6], [3, 3, 4], [2, 3], [3], [2]]"
189,15,"[[3, 2], [1, 4, 3, 3, 1], [1, 5, 3, 5, 1], [1, 6, 2, 3], [1, 6, 5], [2], [1, 5], [5, 2], [2, 2], [5], [1, 3, 3], [3, 5], [2], [2]]"
190,15,"[[3, 2], [1, 2, 3, 1, 3], [1, 5, 4, 4, 2], [1, 3, 2, 4], [1, 6, 5], [2], [2, 6], [5, 3], [3, 3], [5], [2, 2, 2], [1, 6], [2], [3]]"
191,15,"[[1, 1], [2, 4, 4, 1, 3], [1, 5, 4, 5, 1], [1, 4, 1, 2], [1, 5, 7], [3], [1, 1], [6, 2], [1, 1], [5], [2, 1, 2], [1, 4], [1], [1]]"
192,15,"[[4, 4], [2, 3, 4, 2, 4], [2, 6, 3, 5, 1], [1, 5, 5, 3], [2, 3, 5], [2], [3, 5], [4, 2], [4, 2], [5], [2, 2, 5], [2, 4], [4], [4]]"
193,20,"[[2, 2], [3, 3, 3, 1, 2], [1, 2, 3, 6, 2], [4, 4, 2, 5], [2, 6, 5], [1], [2, 3], [4, 1], [1, 1], [5], [3, 2, 2], [1, 2], [2], [2]]"
194,19,"[[4, 4], [3, 3, 3, 1, 5], [2, 6, 4, 5, 1], [2, 2, 6, 3], [3, 5, 6], [3], [2, 6], [2, 3], [3, 2], [6], [2, 1, 6], [2, 2], [3], [2]]"
195,17,"[[1, 1], [1, 3, 4, 2, 2], [1, 5, 4, 6, 2], [4, 5, 2, 4], [3, 6, 5], [3], [2, 4], [4, 2], [1, 1], [7], [1, 2, 5], [2, 4], [3], [1]]"
196,16,"[[3, 2], [3, 4, 3, 3, 2], [1, 7, 4, 4, 2], [2, 6, 4, 4], [2, 7, 7], [2], [1, 4], [3, 3], [1, 1], [5], [1, 2, 7], [1, 3], [1], [1]]"
197,18,"[[3, 3], [1, 1, 1, 1, 5], [1, 6, 4, 6, 2], [4, 2, 4, 3], [1, 4, 6], [3], [1, 6], [5, 3], [1, 1], [4], [1, 1, 5], [1, 2], [1], [1]]"
198,21,"[[1, 1], [1, 3, 4, 1, 2], [1, 5, 4, 4, 1], [1, 3, 5, 3], [1, 5, 6], [2], [1, 3], [2, 3], [1, 1], [3], [1, 2, 5], [1, 3], [1], [1]]"
199,15,"[[3, 2], [1, 3, 3, 1, 3], [1, 5, 5, 6, 2], [1, 5, 3, 3], [1, 6, 5], [3], [2, 3], [4, 3], [1, 1], [7], [1, 1, 7], [1, 2], [1], [1]]"
200,14,"[[4, 4], [1, 3, 4, 2, 3], [1, 4, 4, 4, 1], [2, 6, 3, 3], [4, 6, 4], [3], [4, 2], [3, 2], [1, 1], [5], [1, 2, 5], [1, 2], [2], [2]]"
201,18,"[[2, 1], [2, 3, 4, 1, 3], [1, 6, 4, 6, 1], [2, 5, 2, 3], [1, 5, 6], [2], [2, 6], [4, 2], [2, 1], [5], [1, 2, 5], [1, 3], [3], [1]]"
202,16,"[[4, 3], [3, 3, 4, 1, 2], [2, 4, 4, 6, 3], [2, 7, 1, 3], [3, 5, 5], [3], [3, 2], [4, 3], [2, 1], [4], [2, 2, 4], [2, 4], [2], [2]]"
203,19,"[[3, 2], [2, 2, 3, 2, 6], [1, 7, 4, 6, 4], [4, 2, 6, 4], [2, 7, 7], [3], [1, 7], [7, 1], [1, 1], [6], [2, 1, 5], [1, 2], [2], [2]]"
204,17,"[[1, 1], [1, 2, 4, 1, 5], [1, 6, 4, 6, 3], [2, 2, 4, 3], [1, 5, 5], [3], [2, 5], [5, 2], [1, 1], [3], [1, 1, 3], [1, 4], [1], [1]]"
205,18,"[[4, 4], [3, 4, 4, 2, 3], [2, 7, 2, 5, 3], [3, 5, 4, 2], [4, 7, 7], [3], [2, 6], [3, 1], [2, 1], [5], [1, 1, 7], [2, 5], [3], [2]]"
206,13,"[[3, 3], [3, 3, 4, 1, 4], [2, 6, 3, 4, 2], [4, 2, 5, 4], [3, 5, 5], [3], [2, 5], [4, 3], [3, 1], [5], [3, 1, 4], [1, 2], [3], [3]]"
207,20,"[[4, 2], [1, 3, 3, 1, 2], [1, 6, 4, 6, 3], [3, 6, 3, 3], [2, 6, 6], [3], [1, 5], [6, 2], [2, 2], [4], [4, 3, 2], [1, 2], [4], [4]]"
208,20,"[[3, 2], [2, 4, 3, 2, 4], [1, 5, 4, 5, 2], [3, 2, 3, 4], [2, 5, 5], [3], [2, 5], [5, 2], [3, 1], [6], [1, 3, 3], [1, 2], [2], [1]]"
209,18,"[[3, 3], [2, 2, 1, 1, 6], [1, 6, 3, 5, 1], [4, 1, 3, 3], [3, 4, 6], [3], [2, 7], [4, 3], [2, 1], [3], [2, 1, 6], [1, 2], [3], [1]]"
210,21,"[[4, 4], [1, 3, 4, 3, 2], [2, 3, 5, 7, 2], [3, 4, 3, 3], [4, 5, 4], [2], [1, 5], [5, 3], [2, 1], [5], [1, 1, 5], [1, 5], [3], [1]]"
211,19,"[[4, 3], [2, 3, 3, 2, 5], [1, 4, 5, 5, 2], [4, 4, 3, 3], [2, 5, 6], [2], [2, 4], [4, 2], [1, 1], [4], [2, 1, 5], [1, 2], [2], [2]]"
212,18,"[[3, 3], [1, 3, 3, 1, 1], [1, 3, 3, 4, 2], [4, 3, 5, 4], [2, 5, 4], [3], [2, 4], [6, 3], [2, 1], [3], [1, 1, 5], [1, 2], [4], [1]]"
213,19,"[[4, 3], [3, 3, 4, 1, 5], [2, 6, 4, 5, 1], [3, 5, 3, 3], [3, 5, 4], [3], [3, 6], [3, 3], [2, 1], [4], [3, 2, 5], [2, 4], [2], [2]]"
214,16,"[[1, 1], [2, 3, 1, 2, 6], [1, 6, 4, 4, 1], [4, 2, 3, 4], [2, 5, 6], [3], [1, 6], [2, 2], [1, 1], [4], [1, 1, 3], [1, 4], [2], [2]]"
215,17,"[[4, 4], [2, 2, 3, 3, 4], [1, 4, 4, 5, 3], [2, 2, 1, 5], [3, 5, 2], [2], [2, 5], [4, 3], [3, 2], [5], [3, 4, 2], [3, 4], [2], [2]]"
216,16,"[[3, 2], [2, 2, 1, 1, 4], [1, 6, 2, 4, 3], [3, 2, 2, 4], [2, 5, 5], [3], [2, 5], [4, 2], [1, 1], [7], [1, 1, 5], [1, 5], [1], [1]]"
217,19,"[[2, 3], [1, 3, 3, 2, 3], [1, 6, 5, 6, 4], [2, 5, 4, 4], [2, 6, 7], [1], [1, 7], [5, 3], [1, 1], [2], [1, 1, 7], [1, 3], [1], [1]]"
218,17,"[[4, 4], [2, 5, 3, 3, 3], [2, 3, 5, 6, 3], [3, 6, 3, 5], [2, 6, 3], [2], [2, 4], [4, 3], [3, 2], [2], [1, 3, 2], [2, 6], [1], [2]]"
219,17,"[[3, 2], [3, 2, 4, 1, 7], [2, 5, 4, 5, 3], [2, 2, 7, 4], [3, 7, 4], [2], [1, 6], [4, 3], [2, 1], [2], [2, 2, 7], [1, 2], [1], [1]]"
220,13,"[[3, 3], [2, 2, 1, 1, 3], [2, 4, 3, 5, 2], [1, 4, 3, 3], [3, 5, 5], [3], [1, 4], [3, 3], [2, 1], [4], [1, 1, 5], [1, 1], [2], [1]]"
221,14,"[[2, 2], [1, 3, 3, 2, 2], [1, 6, 3, 4, 2], [2, 4, 4, 3], [2, 5, 5], [3], [1, 2], [6, 3], [1, 1], [6], [1, 1, 7], [1, 1], [1], [1]]"
222,19,"[[2, 3], [2, 4, 4, 3, 6], [2, 2, 5, 7, 4], [3, 1, 1, 5], [2, 7, 7], [2], [1, 4], [7, 1], [2, 1], [4], [4, 3, 2], [1, 6], [4], [2]]"
223,16,"[[3, 2], [2, 3, 3, 1, 3], [1, 6, 3, 4, 3], [1, 1, 7, 4], [1, 6, 6], [3], [1, 6], [6, 3], [2, 2], [4], [1, 2, 3], [1, 5], [4], [3]]"
224,17,"[[3, 2], [2, 2, 1, 2, 3], [1, 3, 4, 4, 1], [5, 2, 5, 3], [2, 6, 6], [3], [6, 6], [4, 1], [2, 1], [5], [2, 1, 5], [1, 1], [1], [1]]"
225,21,"[[1, 1], [1, 3, 4, 3, 4], [1, 6, 3, 5, 2], [2, 4, 3, 3], [2, 4, 6], [2], [1, 5], [2, 3], [1, 1], [1], [1, 2, 5], [1, 2], [1], [1]]"
226,14,"[[2, 2], [1, 5, 4, 3, 1], [2, 5, 4, 3, 3], [3, 2, 4, 4], [4, 7, 4], [2], [1, 3], [5, 2], [1, 1], [3], [1, 1, 5], [1, 4], [1], [1]]"
227,22,"[[2, 2], [2, 2, 4, 1, 3], [2, 6, 3, 6, 1], [2, 2, 2, 3], [2, 5, 5], [3], [2, 6], [3, 3], [3, 1], [6], [3, 1, 4], [2, 4], [3], [3]]"
228,20,"[[1, 1], [1, 3, 4, 3, 2], [1, 6, 4, 7, 2], [1, 1, 6, 4], [2, 7, 7], [3], [2, 4], [5, 2], [1, 1], [7], [1, 1, 1], [1, 2], [1], [1]]"
229,14,"[[2, 1], [2, 2, 2, 1, 5], [1, 6, 4, 5, 2], [3, 4, 5, 3], [3, 4, 4], [3], [3, 5], [4, 2], [4, 2], [4], [4, 1, 5], [1, 1], [3], [4]]"
230,14,"[[4, 6], [3, 4, 4, 1, 4], [3, 1, 2, 3, 4], [2, 5, 3, 3], [4, 5, 2], [3], [6, 6], [4, 1], [3, 1], [7], [3, 2, 6], [1, 2], [4], [2]]"
231,20,"[[3, 4], [1, 2, 4, 1, 3], [1, 4, 4, 3, 3], [2, 5, 3, 3], [2, 7, 5], [2], [4, 5], [4, 3], [2, 1], [5], [2, 1, 4], [1, 4], [2], [2]]"
232,14,"[[3, 3], [1, 2, 2, 1, 5], [1, 6, 4, 3, 2], [1, 5, 4, 3], [1, 6, 6], [3], [1, 5], [5, 3], [2, 1], [6], [1, 1, 3], [1, 5], [2], [1]]"
233,15,"[[2, 3], [3, 4, 3, 2, 2], [2, 7, 2, 2, 3], [4, 3, 3, 1], [1, 5, 6], [2], [1, 2], [3, 1], [3, 1], [6], [3, 3, 4], [2, 3], [3], [2]]"
234,15,"[[3, 2], [1, 4, 3, 3, 1], [1, 5, 3, 5, 1], [1, 6, 2, 3], [1, 6, 5], [2], [1, 5], [5, 2], [2, 2], [5], [1, 3, 3], [3, 5], [2], [2]]"
235,15,"[[3, 2], [1, 2, 3, 1, 3], [1, 5, 4, 4, 2], [1, 3, 2, 4], [1, 6, 5], [2], [2, 6], [5, 3], [3, 3], [5], [2, 2, 2], [1, 6], [2], [3]]"
236,15,"[[1, 1], [2, 4, 4, 1, 3], [1, 5, 4, 5, 1], [1, 4, 1, 2], [1, 5, 7], [3], [1, 1], [6, 2], [1, 1], [5], [2, 1, 2], [1, 4], [1], [1]]"
237,15,"[[4, 4], [2, 3, 4, 2, 4], [2, 6, 3, 5, 1], [1, 5, 5, 3], [2, 3, 5], [2], [3, 5], [4, 2], [4, 2], [5], [2, 2, 5], [2, 4], [4], [4]]"
238,20,"[[2, 2], [3, 3, 3, 1, 2], [1, 2, 3, 6, 2], [4, 4, 2, 5], [2, 6, 5], [1], [2, 3], [4, 1], [1, 1], [5], [3, 2, 2], [1, 2], [2], [2]]"
239,19,"[[4, 4], [3, 3, 3, 1, 5], [2, 6, 4, 5, 1], [2, 2, 6, 3], [3, 5, 6], [3], [2, 6], [2, 3], [3, 2], [6], [2, 1, 6], [2, 2], [3], [2]]"
240,17,"[[1, 1], [1, 3, 4, 2, 2], [1, 5, 4, 6, 2], [4, 5, 2, 4], [3, 6, 5], [3], [2, 4], [4, 2], [1, 1], [7], [1, 2, 5], [2, 4], [3], [1]]"
241,16,"[[3, 2], [3, 4, 3, 3, 2], [1, 7, 4, 4, 2], [2, 6, 4, 4], [2, 7, 7], [2], [1, 4], [3, 3], [1, 1], [5], [1, 2, 7], [1, 3], [1], [1]]"
242,18,"[[3, 3], [1, 1, 1, 1, 5], [1, 6, 4, 6, 2], [4, 2, 4, 3], [1, 4, 6], [3], [1, 6], [5, 3], [1, 1], [4], [1, 1, 5], [1, 2], [1], [1]]"
243,21,"[[1, 1], [1, 3, 4, 1, 2], [1, 5, 4, 4, 1], [1, 3, 5, 3], [1, 5, 6], [2], [1, 3], [2, 3], [1, 1], [3], [1, 2, 5], [1, 3], [1], [1]]"
244,15,"[[3, 2], [1, 3, 3, 1, 3], [1, 5, 5, 6, 2], [1, 5, 3, 3], [1, 6, 5], [3], [2, 3], [4, 3], [1, 1], [7], [1, 1, 7], [1, 2], [1], [1]]"
245,14,"[[4, 4], [1, 3, 4, 2, 3], [1, 4, 4, 4, 1], [2, 6, 3, 3], [4, 6, 4], [3], [4, 2], [3, 2], [1, 1], [5], [1, 2, 5], [1, 2], [2], [2]]"
246,18,"[[2, 1], [2, 3, 4, 1, 3], [1, 6, 4, 6, 1], [2, 5, 2, 3], [1, 5, 6], [2], [2, 6], [4, 2], [2, 1], [5], [1, 2, 5], [1, 3], [3], [1]]"
247,16,"[[4, 3], [3, 3, 4, 1, 2], [2, 4, 4, 6, 3], [2, 7, 1, 3], [3, 5, 5], [3], [3, 2], [4, 3], [2, 1], [4], [2, 2, 4], [2, 4], [2], [2]]"
248,19,"[[3, 2], [2, 2, 3, 2, 6], [1, 7, 4, 6, 4], [4, 2, 6, 4], [2, 7, 7], [3], [1, 7], [7, 1], [1, 1], [6], [2, 1, 5], [1, 2], [2], [2]]"
249,17,"[[1, 1], [1, 2, 4, 1, 5], [1, 6, 4, 6, 3], [2, 2, 4, 3], [1, 5, 5], [3], [2, 5], [5, 2], [1, 1], [3], [1, 1, 3], [1, 4], [1], [1]]"
250,18,"[[4, 4], [3, 4, 4, 2, 3], [2, 7, 2, 5, 3], [3, 5, 4, 2], [4, 7, 7], [3], [2, 6], [3, 1], [2, 1], [5], [1, 1, 7], [2, 5], [3], [2]]"
251,13,"[[3, 3], [3, 3, 4, 1, 4], [2, 6, 3, 4, 2], [4, 2, 5, 4], [3, 5, 5], [3], [2, 5], [4, 3], [3, 1], [5], [3, 1, 4], [1, 2], [3], [3]]"
252,20,"[[4, 2], [1, 3, 3, 1, 2], [1, 6, 4, 6, 3], [3, 6, 3, 3], [2, 6, 6], [3], [1, 5], [6, 2], [2, 2], [4], [4, 3, 2], [1, 2], [4], [4]]"
253,20,"[[3, 2], [2, 4, 3, 2, 4], [1, 5, 4, 5, 2], [3, 2, 3, 4], [2, 5, 5], [3], [2, 5], [5, 2], [3, 1], [6], [1, 3, 3], [1, 2], [2], [1]]"
254,18,"[[3, 3], [2, 2, 1, 1, 6], [1, 6, 3, 5, 1], [4, 1, 3, 3], [3, 4, 6], [3], [2, 7], [4, 3], [2, 1], [3], [2, 1, 6], [1, 2], [3], [1]]"
255,21,"[[4, 4], [1, 3, 4, 3, 2], [2, 3, 5, 7, 2], [3, 4, 3, 3], [4, 5, 4], [2], [1, 5], [5, 3], [2, 1], [5], [1, 1, 5], [1, 5], [3], [1]]"
256,19,"[[4, 3], [2, 3, 3, 2, 5], [1, 4, 5, 5, 2], [4, 4, 3, 3], [2, 5, 6], [2], [2, 4], [4, 2], [1, 1], [4], [2, 1, 5], [1, 2], [2], [2]]"
257,18,"[[3, 3], [1, 3, 3, 1, 1], [1, 3, 3, 4, 2], [4, 3, 5, 4], [2, 5, 4], [3], [2, 4], [6, 3], [2, 1], [3], [1, 1, 5], [1, 2], [4], [1]]"
258,19,"[[4, 3], [3, 3, 4, 1, 5], [2, 6, 4, 5, 1], [3, 5, 3, 3], [3, 5, 4], [3], [3, 6], [3, 3], [2, 1], [4], [3, 2, 5], [2, 4], [2], [2]]"
259,16,"[[1, 1], [2, 3, 1, 2, 6], [1, 6, 4, 4, 1], [4, 2, 3, 4], [2, 5, 6], [3], [1, 6], [2, 2], [1, 1], [4], [1, 1, 3], [1, 4], [2], [2]]"
260,17,"[[4, 4], [2, 2, 3, 3, 4], [1, 4, 4, 5, 3], [2, 2, 1, 5], [3, 5, 2], [2], [2, 5], [4, 3], [3, 2], [5], [3, 4, 2], [3, 4], [2], [2]]"
261,16,"[[3, 2], [2, 2, 1, 1, 4], [1, 6, 2, 4, 3], [3, 2, 2, 4], [2, 5, 5], [3], [2, 5], [4, 2], [1, 1], [7], [1, 1, 5], [1, 5], [1], [1]]"
262,19,"[[2, 3], [1, 3, 3, 2, 3], [1, 6, 5, 6, 4], [2, 5, 4, 4], [2, 6, 7], [1], [1, 7], [5, 3], [1, 1], [2], [1, 1, 7], [1, 3], [1], [1]]"
263,17,"[[4, 4], [2, 5, 3, 3, 3], [2, 3, 5, 6, 3], [3, 6, 3, 5], [2, 6, 3], [2], [2, 4], [4, 3], [3, 2], [2], [1, 3, 2], [2, 6], [1], [2]]"
264,17,"[[3, 2], [3, 2, 4, 1, 7], [2, 5, 4, 5, 3], [2, 2, 7, 4], [3, 7, 4], [2], [1, 6], [4, 3], [2, 1], [2], [2, 2, 7], [1, 2], [1], [1]]"
265,13,"[[3, 3], [2, 2, 1, 1, 3], [2, 4, 3, 5, 2], [1, 4, 3, 3], [3, 5, 5], [3], [1, 4], [3, 3], [2, 1], [4], [1, 1, 5], [1, 1], [2], [1]]"
266,14,"[[2, 2], [1, 3, 3, 2, 2], [1, 6, 3, 4, 2], [2, 4, 4, 3], [2, 5, 5], [3], [1, 2], [6, 3], [1, 1], [6], [1, 1, 7], [1, 1], [1], [1]]"
267,19,"[[2, 3], [2, 4, 4, 3, 6], [2, 2, 5, 7, 4], [3, 1, 1, 5], [2, 7, 7], [2], [1, 4], [7, 1], [2, 1], [4], [4, 3, 2], [1, 6], [4], [2]]"
